RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,MapDescriptionTitle,MapDescription,MapDescriptionSource,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTGeometryReasoningSummary,GPTEntityReasoningSummary,GPTError,GPTConfidence,GPTGeometryConfidence,GPTEntityConfidence,RunID
92,Tram- en metrolijnen 2018,Tram and metro lines 2018,https://maps.amsterdam.nl/open_geodata/?k=321,https://maps.amsterdam.nl/trammetro,TRAMMETRO_LIJNEN_2018,LineDS,NetworkDS,Tram- en metronet 2026,"Deze kaart visualiseert het netwerk van stations, haltes en lijnen van metro en tram in Amsterdam. Update 30 maart 2026.
Op de kaart zijn de afzonderlijke haltes binnen een korte loopafstand samengevoegd tot 1 opstappunt.

Tijdelijke omleidingen zijn niet opgenomen.
Deze kaart toont dus NIET de actuele routes.
Kijk daarvoor op de website van de GVB",https://maps.amsterdam.nl/trammetro,LineDS,NetworkDS,"Geometry: Layer shows tram and metro lines; all features are LineString and the description says it visualizes the network of lines, stations, and stops. | Entity: Line layer of tram and metro lines/stations/halts; metadata explicitly says it visualizes the network of lines in Amsterdam, so NetworkDS is decisive.","Layer shows tram and metro lines; all features are LineString and the description says it visualizes the network of lines, stations, and stops.","Line layer of tram and metro lines/stations/halts; metadata explicitly says it visualizes the network of lines in Amsterdam, so NetworkDS is decisive.",,0.99,0.99,0.99,V3_caveman_gpt
93,Tram- en metrolijnen 2020,Tram and metro lines 2020,https://maps.amsterdam.nl/open_geodata/?k=220,https://maps.amsterdam.nl/trammetro,TRAMMETRO_LIJNEN_2020,LineDS,NetworkDS,Tram- en metronet 2026,"Deze kaart visualiseert het netwerk van stations, haltes en lijnen van metro en tram in Amsterdam. Update 30 maart 2026.
Op de kaart zijn de afzonderlijke haltes binnen een korte loopafstand samengevoegd tot 1 opstappunt.

Tijdelijke omleidingen zijn niet opgenomen.
Deze kaart toont dus NIET de actuele routes.
Kijk daarvoor op de website van de GVB",https://maps.amsterdam.nl/trammetro,LineDS,NetworkDS,"Geometry: Layer is tram and metro lines; features are LineStrings representing network routes, not areas or points. | Entity: Tram and metro lines are a connected transport route system; MapDescription explicitly says it visualizes the network of stations, stops, and lines. LineDS branch Q1 points to NetworkDS.","Layer is tram and metro lines; features are LineStrings representing network routes, not areas or points.","Tram and metro lines are a connected transport route system; MapDescription explicitly says it visualizes the network of stations, stops, and lines. LineDS branch Q1 points to NetworkDS.",,0.99,0.99,0.99,V3_caveman_gpt
94,Tramhaltes en metrostations 2018,Tram stops and metro stations 2018,https://maps.amsterdam.nl/open_geodata/?k=322,https://maps.amsterdam.nl/trammetro,TRAMMETRO_PUNTEN_2018,PointDS,ObjectDS,Tram- en metronet 2026,"Deze kaart visualiseert het netwerk van stations, haltes en lijnen van metro en tram in Amsterdam. Update 30 maart 2026.
Op de kaart zijn de afzonderlijke haltes binnen een korte loopafstand samengevoegd tot 1 opstappunt.

Tijdelijke omleidingen zijn niet opgenomen.
Deze kaart toont dus NIET de actuele routes.
Kijk daarvoor op de website van de GVB",https://maps.amsterdam.nl/trammetro,PointDS,ObjectDS,"Geometry: Layer is tram stops and metro stations; all features are points and the description says it visualizes stations and stops, not routes or areas. | Entity: Point features are tram stops and metro stations, i.e. discrete mapped objects/facilities. The network is described in the metadata, but the layer itself maps the individual haltes/stations rather than routes or measurements.","Layer is tram stops and metro stations; all features are points and the description says it visualizes stations and stops, not routes or areas.","Point features are tram stops and metro stations, i.e. discrete mapped objects/facilities. The network is described in the metadata, but the layer itself maps the individual haltes/stations rather than routes or measurements.",,0.98,0.99,0.97,V3_caveman_gpt
95,Tramhaltes en metrostations 2020,Tram stops and metro stations 2020,https://maps.amsterdam.nl/open_geodata/?k=221,https://maps.amsterdam.nl/trammetro,TRAMMETRO_PUNTEN_2020,PointDS,ObjectDS,Tram- en metronet 2026,"Deze kaart visualiseert het netwerk van stations, haltes en lijnen van metro en tram in Amsterdam. Update 30 maart 2026.
Op de kaart zijn de afzonderlijke haltes binnen een korte loopafstand samengevoegd tot 1 opstappunt.

Tijdelijke omleidingen zijn niet opgenomen.
Deze kaart toont dus NIET de actuele routes.
Kijk daarvoor op de website van de GVB",https://maps.amsterdam.nl/trammetro,PointDS,ObjectDS,"Geometry: Layer represents tram stops and metro stations; all features are points, with stop/station attributes. | Entity: Point layer of discrete tram stops and metro stations; the mapped features are identifiable transit objects, not measurements or events. Network context is present, but each point represents a station/stop object.","Layer represents tram stops and metro stations; all features are points, with stop/station attributes.","Point layer of discrete tram stops and metro stations; the mapped features are identifiable transit objects, not measurements or events. Network context is present, but each point represents a station/stop object.",,0.985,0.99,0.98,V3_caveman_gpt
96,Verkeerslichten,Traffic lights,https://maps.amsterdam.nl/open_geodata/?k=61,https://maps.amsterdam.nl/verkeerslichten,VERKEERSLICHTEN,PointDS,ObjectDS,Verkeerslichten toen en nu,"Deze interactieve kaart geeft een overzicht van de groei van het aantal met verkeerslichten geregelde kruispunten die bij de gemeente Amsterdam functioneel in beheer zijn.
Met deze kaart is het mogelijk om met behulp van de tijdschuifbalk zichtbaar te maken welke kruispunten met verkeerslichten elk jaar waren uitgerust. De start ligt in 1932 als het Leidseplein als eerste wordt uitgerust met een `verkeersregeling door middel van lichtsignalen`. Door de tijd heen zijn er ook verkeerslichten verwijderd. Dit is mogelijk vanwege profielwijzigingen of een afnemende verkeersdruk.

Meer achtergrondinformatie bij deze interactieve kaart en over het boek dat Sjoerd Linders heeft geschreven over 100 jaar verkeersregelinstallaaties in Amsterdan vindt u hier >.`>hier >.`>Deze interactieve kaart geeft een overzicht van de groei van het aantal met verkeerslichten geregelde kruispunten die bij de gemeente Amsterdam functioneel in beheer zijn.
Met deze kaart is het mogelijk om met behulp van de tijdschuifbalk zichtbaar te maken welke kruispunten met verkeerslichten elk jaar waren uitgerust. De start ligt in 1932 als het Leidseplein als eerste wordt uitgerust met een `verkeersregeling door middel van lichtsignalen`. Door de tijd heen zijn er ook verkeerslichten verwijderd. Dit is mogelijk vanwege profielwijzigingen of een afnemende verkeersdruk.

Meer achtergrondinformatie bij deze interactieve kaart en over het boek dat Sjoerd Linders heeft geschreven over 100 jaar verkeersregelinstallaaties in Amsterdan vindt u hier >.",https://maps.amsterdam.nl/verkeerslichten,PointDS,ObjectDS,"Geometry: Layer shows traffic-light controlled intersections as point features; all 580 geometries are points. | Entity: Point layer maps distinct traffic-light-controlled intersections (kruispunten) as named real-world objects; time/status are attributes, not the main phenomenon.",Layer shows traffic-light controlled intersections as point features; all 580 geometries are points.,"Point layer maps distinct traffic-light-controlled intersections (kruispunten) as named real-world objects; time/status are attributes, not the main phenomenon.",,0.985,0.99,0.98,V3_caveman_gpt
97,Verkeersprognoses,Traffic prognosis,https://maps.amsterdam.nl/open_geodata/?k=253,https://maps.amsterdam.nl/verkeersprognoses,VERKEERSPROGNOSE,LineDS,NetworkDS,Verkeersprognoses Amsterdam 5.0,"De gegevens op deze site bevatten sinds het publiceren van de verkeersprognoses uit VMA5 geen openbaar vervoer (bussen, trams, metro) intensiteiten meer.

Dit is recent gewijzigd: vanuit gemeente Amsterdam leveren we geen intensiteiten meer van het openbaar vervoer. We hebben contact opgenomen met het GVB en zij hebben aangegeven ook niet de informatie te kunnen verstrekken over stadsbus- en tramintensiteiten.

De volgende werkwijze is mogelijk met betrekking tot lucht- en geluidsberekeningen:


Voor bus- en tramintensiteiten bevelen we aan om uit te gaan van tramfrequenties op basis van de huidige dienstregeling.

Voor metro intensiteiten bevelen we aan om contact op te nemen met hans.smit@gvb.nl

De gegevens op deze interactieve kaart zijn gebaseerd op het Verkeersmodel Amsterdam (VMA). Het gebied beslaat de Gemeente Amsterdam. De wegen die gerapporteerd zijn, betreffen de grotere doorgaande wegen van de Gemeente Amsterdam.

De volledige GIS-bestanden zijn te downloaden op https://maps.amsterdam.nl/open_geodata/?k=253

Lees hier de Gebruikstoelichting van de data en de Uitgangspunten Verkeersmodel Amsterdam.",https://maps.amsterdam.nl/verkeersprognoses,LineDS,AmountDS,"Geometry: Layer describes major roads in Amsterdam with traffic intensities, and all features are LineString road segments, so this is a line dataset. | Entity: Line layer maps traffic prognosis values on road links; the main phenomenon is numeric traffic intensity/flow on each line, not the roads as objects or a network structure.","Layer describes major roads in Amsterdam with traffic intensities, and all features are LineString road segments, so this is a line dataset.","Line layer maps traffic prognosis values on road links; the main phenomenon is numeric traffic intensity/flow on each line, not the roads as objects or a network structure.",,0.975,0.99,0.96,V3_caveman_gpt
98,Verkiezingen Tweede Kamer 2017,Elections Parliament 2017,https://maps.amsterdam.nl/open_geodata/?k=217,https://maps.amsterdam.nl/verkiezingen2017,VERKIEZINGEN2017,PointDS,ObjectDS,Atlas Verkiezingen,"In deze Atlas Verkiezingen zijn de kaarten met uitslagen per stemlocaties van verschillende verkiezingen samengevoegd.

De cirkelgroottes zijn tussen de verkiezingen onderling vergelijkbaar.
Dat betekent dat eenzelfde cirkelgrootte bij elke verkiezing hetzelfde aantal of dezelfde verhouding voorstelt. 
De cirkelgroottes tussen Amsterdam en Zaanstad zijn verschillend, omdat de gebiedsgrootte verschillend is er er verder op Zaanstad is ingezoomd.
Voor de berekening van de cirkelgrootte van aantallen is een lineaire schaal gebruikt. Hierdoor worden verschillen tussen weinig en veel stemmen wat uitvergroot. 
Voor de leesbaarheid van de taartpunt-grafiekjes is een vierkantswortel schaal gebruikt, die de verschillen wat middelen.

De kaarten zijn individueel te bekijken op:
2024 - Europees Parlement
2023 - Tweede Kamer
2023 - Provinciale Staten
2022 - Gemeenteraad
2021 - Tweede Kamer
2019 - Europees Parlement
2019 - Provinciale Staten
2018 - Gemeenteraad
2017 - Tweede Kamer

Zie ook de Atlas Verkiezingen Zaanstad",https://maps.amsterdam.nl/atlas_verkiezingen,PointDS,AmountDS,"Geometry: Layer shows election results per voting location with 680 Point features and circle-size symbols, so it is a point dataset. | Entity: Point features are voting locations, but the map’s main phenomenon is the election results and vote totals/percentages shown at each point. Per the point amount check, this is primarily numeric magnitude mapped at locations, so AmountDS fits best.","Layer shows election results per voting location with 680 Point features and circle-size symbols, so it is a point dataset.","Point features are voting locations, but the map’s main phenomenon is the election results and vote totals/percentages shown at each point. Per the point amount check, this is primarily numeric magnitude mapped at locations, so AmountDS fits best.",,0.98,0.99,0.97,V3_caveman_gpt
99,Vervangen bomen,Tree replacement,https://maps.amsterdam.nl/open_geodata/?k=296,https://maps.amsterdam.nl/vervangen_bomen,VERVANGENBOMEN,PointDS,ObjectDS,,,,PointDS,ObjectDS,"Geometry: Layer is tree replacement locations with 1796 Point features and tree attributes, so it represents points. | Entity: Point features are individual trees with species, ID, planting year, diameter, and height; the mapped thing is the tree object, not a measurement or event.","Layer is tree replacement locations with 1796 Point features and tree attributes, so it represents points.","Point features are individual trees with species, ID, planting year, diameter, and height; the mapped thing is the tree object, not a measurement or event.",,0.985,0.99,0.98,V3_caveman_gpt
100,Verkeersinformatiesystemen,Traffic Information Systems,https://maps.amsterdam.nl/open_geodata/?k=182,https://maps.amsterdam.nl/vis,VIS,PointDS,ObjectDS,Verkeersinformatiesystemen,"Op deze kaart staan nagenoeg alle verkeersinformatiesystemen van de gemeente Amsterdam ingetekend. Klikken op een object toont meer informatie over dat object.

Verkeersinformatiesystemen winnen informatie in óver het verkeer, of verstrekken informatie áán het verkeer. Ook reguleren zij verkeer met kantelwalsen, pollers, slagbomen, e.d. 

De kaart wordt automatisch gevoed door een datastroom (WFS) van het Dataplatform van de Gemeente Amsterdam.",https://maps.amsterdam.nl/vis,PointDS,ObjectDS,"Geometry: Map description says traffic information systems are plotted as individual objects, and all 566 features are points. | Entity: Point layer of concrete traffic information system objects (cameras, DRIPs, displays, pollers) with standplaats/object IDs. Metadata says each point is an object and not a measurement, event, or amount.","Map description says traffic information systems are plotted as individual objects, and all 566 features are points.","Point layer of concrete traffic information system objects (cameras, DRIPs, displays, pollers) with standplaats/object IDs. Metadata says each point is an object and not a measurement, event, or amount.",,0.98,0.99,0.97,V3_caveman_gpt
101,Verkeersinformatiesystemen - BFA,Traffic Information Systems - BFA,https://maps.amsterdam.nl/open_geodata/?k=266,https://maps.amsterdam.nl/vis,VIS_BFA,PointDS,ObjectDS,Verkeersinformatiesystemen,"Op deze kaart staan nagenoeg alle verkeersinformatiesystemen van de gemeente Amsterdam ingetekend. Klikken op een object toont meer informatie over dat object.

Verkeersinformatiesystemen winnen informatie in óver het verkeer, of verstrekken informatie áán het verkeer. Ook reguleren zij verkeer met kantelwalsen, pollers, slagbomen, e.d. 

De kaart wordt automatisch gevoed door een datastroom (WFS) van het Dataplatform van de Gemeente Amsterdam.",https://maps.amsterdam.nl/vis,PointDS,ObjectDS,"Geometry: Layer shows traffic information system objects as individual mapped items; all features are points and the description says objects can be clicked for details. | Entity: Point layer maps distinct traffic information system objects/devices; metadata says each point is an object with details, so this is ObjectDS, not AmountDS or PointMeasuresDS.",Layer shows traffic information system objects as individual mapped items; all features are points and the description says objects can be clicked for details.,"Point layer maps distinct traffic information system objects/devices; metadata says each point is an object with details, so this is ObjectDS, not AmountDS or PointMeasuresDS.",,0.985,0.99,0.98,V3_caveman_gpt
102,Broedende vogels,Breeding birds,https://maps.amsterdam.nl/open_geodata/?k=87,https://maps.amsterdam.nl/vogels,VOGELS,PointDS,ObjectDS,"Broedplaatsen van zwaluwen, mussen en spreeuwen","Algemeen

De gierzwaluw en de huismus staan op de indicatieve lijst met ‘vogels waarvan het nest het hele jaar beschermd is’. Dat betekent dat de nesten van deze vogels ook buiten het broedseizoen beschermd zijn. Gierzwaluwen en huismussen broeden in gebouwen. De nesten zijn kwetsbaar, omdat ze eenvoudig over het hoofd worden gezien. Dat laatste geldt ook voor spreeuwen, maar deze nesten zijn buiten het broedseizoen niet beschermd.


Gierzwaluwen

De gierzwaluw overwintert in Afrika en is maar kort in de stad om er te broeden. Ze broeden in kolonies en komen ieder jaar terug naar dezelfde nestplaats. 
De Gemeente Amsterdam laat al sinds 2013 onderzoek naar verblijfplaatsen van gierzwaluwen doen. In vijf jaar is heel Amsterdam (en Diemen en Amstelveen) in kaart gebracht. Stadsdeel Centrum is voor een tweede keer geïnventariseerd. 
Over de resultaten van vijf jaar onderzoek is een notitie verschenen. Zie 
Inventarisatie Gierzwaluwen.
N.B. De inventarisatie wordt zorgvuldig uitgevoerd door specialisten. De methode van inventariseren voldoet echter niet aan de voorwaarden van het kennisdocument gierzwaluw voor wat betreft het aantonen van afwezigheid! Dat betekent dat er om uit te sluiten dat er gierzwaluwen aanwezig zijn soms aanvullend onderzoek nodig zal zijn.


Huismussen

Huismussen zijn standvogels. Behalve een nest in een gebouw of een nestkast hebben ze groen in de omgeving nodig. Dichte struiken om in te schuilen, grassen om de zaden van te eten en insecten, die rond planten voorkomen om hun jongen te voeren.
De huismussen worden sinds 2014 in kaart gebracht. De stadsdelen Centrum, Oost en Zuid zijn inmiddels twee keer geïnventariseerd. In 2018 is het stadsdeel Zuid voor de tweede keer in kaart gebracht.

N.B. De inventarisatie wordt zorgvuldig uitgevoerd. De methode van inventariseren voldoet echter niet aan de voorwaarden van het kennisdocument huismus voor wat betreft het aantonen van afwezigheid! Dat betekent dat er om uit te sluiten dat er huismussen aanwezig zijn soms aanvullend onderzoek nodig zal zijn.


Spreeuwen

Er is geen gerichte inventarisatie van spreeuwen. De spreeuwen die we tegenkomen bij de onderzoeken naar gierzwaluwen en huismussen worden op de kaart gezet. Een systematische inventarisatie is dat dus niet. Er zijn dus veel meer broedende spreeuwen dan er op de kaart staan!


Huiszwaluw

In 2017 is er een begin gemaakt met de registratie van huiszwaluwennesten. De meeste huiszwaluwen zijn te vinden in het landelijk gebied. Ze broeden onder een overhangende rand van het dak van eengebouw. De kaart voor huiszwaluwen is nog lang niet compleet.


Boerenzwaluw

In 2017 is er een begin gemaakt met de registratie van nesten van boerenzwaluwen. De boerenzwaluw broedt in boerenschuren. Vaak staan de deuren altijd open of is er een raam stuk, waardoor ze makkelijk naar binnen kunnen vliegen. Ze broeden echter ook onder bruggen of steigers. 


Meer informatie nodig

De meeste verblijfplaatsen geobserveerd vanaf de straatkant, dus wat er achter de gevels gebeurt is maar ten dele bekend. Mocht u nog verblijfplaatsen van gierzwaluwen of huismussen missen op deze kaart of heeft u aanvullende foto’s, schroom dan niet dit te melden via gierzwaluw020@amsterdam.nl. 
Verblijfplaatsen van huismussen (en spreeuwen) kan u sturen naar huismus020@amsterdam.nl.

Uw (nieuwe) gierzwaluw- of huismusverblijfplaats wordt dan op deze kaart gezet, aangemeld bij de Nationale Databank Flora en Fauna en onder de aandacht gebracht van vergunningverleners. Op deze wijze kunnen we, gezamenlijk, deze bijzondere stadsvogel beter beschermen.",https://maps.amsterdam.nl/vogels,PointDS,ObjectDS,"Geometry: Feature collection is all points. Map describes breeding bird nest locations at addresses/buildings, so this is a point dataset. | Entity: Point features are breeding bird nesting locations tied to specific buildings/addresses. The layer maps discrete nest sites/places, not measurements, events, or presence patches.","Feature collection is all points. Map describes breeding bird nest locations at addresses/buildings, so this is a point dataset.","Point features are breeding bird nesting locations tied to specific buildings/addresses. The layer maps discrete nest sites/places, not measurements, events, or presence patches.",,0.97,0.99,0.95,V3_caveman_gpt
103,Vondelpark zitbanken,Vondelpark benches,https://maps.amsterdam.nl/open_geodata/?k=248,https://maps.amsterdam.nl/vondelpark_zitbanken,VONDELPARK_ZITBANKEN,PointDS,ObjectDS,Adoptie van zitbanken in het Vondelpark,"De zitbanken in het Vondelpark zijn in beheer bij de RVE Stadswerken. 
Op deze kaart wordt getoond of een bank al dan niet is geadopteerd door een donateur van de Stichting Hart voor het Vondelpark.
Donaties voor de banken worden geïnd door de fondsbeheerder Stichting Hart voor het Vondelpark, die de gelden beschikbaar stelt zodra een investering in het park uitgevoerd kan worden. Wilt u ook een bank adopteren kijk dan op vondelpark.com of neem contact op via info@vondelpark.com.",https://maps.amsterdam.nl/vondelpark_zitbanken,PointDS,ObjectDS,"Geometry: Layer shows individual benches as point features; metadata and map description describe bench adoption status, not areas or lines. | Entity: Point layer of individual benches in Vondelpark; the mapped features are discrete managed objects, not measurements, events, or areas of applicability. The adoption status is just an attribute.","Layer shows individual benches as point features; metadata and map description describe bench adoption status, not areas or lines.","Point layer of individual benches in Vondelpark; the mapped features are discrete managed objects, not measurements, events, or areas of applicability. The adoption status is just an attribute.",,0.985,0.99,0.98,V3_caveman_gpt
104,Walkability,Walkability,https://maps.amsterdam.nl/open_geodata/?k=298,https://maps.amsterdam.nl/walkability,WALKABILITY,LineDS,NetworkDS;ObjectDS,Voetpaden breedte,"Op deze kaart staat de informatie die is verzameld bij het inventariseren van voetpadbreedtes. Deze informatie is gebruikt bij diverse onderzoeken als input voor het voetgangersbeleid van Amsterdam. 
Let op: de breedtes op deze kaart zijn de totale breedte van het voetpad. Hierbij is dus nog geen rekening gehouden met obstakels. 
De Walkability-kaart geeft de uitkomst van het vervolgonderzoek weer. In dát onderzoek zijn zo veel mogelijk obstakels digitaal in kaart gebracht en gecombineerd met de beschikbare breedte en drukte.",https://maps.amsterdam.nl/sidewalks,LineDS,ObjectDS,"Geometry: Layer is sidewalk-width/walkability data stored as LineStrings for street segments, not area polygons or points. | Entity: Line layer maps street segments/sidewalk sections with walkability and width attributes; the mapped feature is the street segment itself, not a network route or a numeric magnitude.","Layer is sidewalk-width/walkability data stored as LineStrings for street segments, not area polygons or points.","Line layer maps street segments/sidewalk sections with walkability and width attributes; the mapped feature is the street segment itself, not a network route or a numeric magnitude.",,0.9299999999999999,0.98,0.88,V3_caveman_gpt
105,Wandkunst,Wall art,https://maps.amsterdam.nl/open_geodata/?k=272,https://maps.amsterdam.nl/wandkunst,WANDKUNST,PointDS,ObjectDS,Naoorlogse Monumentale Wandkunst,"Naoorlogse Monumentale Wandkunst

Generaties groeiden ermee op. Jong en oud kwam er dagelijks langs: onderweg naar werk of school, maar ook in het kantoor of schoolgebouw zélf. De ruim tweehonderd Amsterdamse naoorlogse wandkunstwerken zijn een onmisbaar onderdeel van de stad. Tot op de dag van vandaag geven ze kleur en reliëf aan een periode van hoop, herstel en saamhorigheid.


Inventarisatie en waardering

Naar aanleiding van het raadsinitiatief `Monumentale Wandkunst` uit 2016 is een inventarisatie van de nog aanwezige monumentale wandkunst uit de periode 1945-1975 gemaakt. Bij de hierop volgende `quickscan waarden` die werd uitgevoerd, is gebruik gemaakt van een waardestellend kader van monumentale kunst, dat bestaat uit (7) waarderingscriteria die tijdens expertmeetings van het voormalige Instituut Collectie Nederland (ICN, nu Rijksdienst voor het Cultureel Erfgoed) zijn opgesteld om een zo objectief mogelijk beeld te krijgen van de waarde van het object. 

Uitgangspunt bij de (quickscan) waardering van de betreffende kunstwerken op deze kaart, is de `samengevatte` waardering op basis van de volgende 3 criteria: (1) Kunsthistorische waarde, (2) Cultuurhistorische waarde en (3) Architectuurhistorische waarde


Top – Belangrijk - Behoudenswaardig

Op basis van de 3 criteria zijn alle kunstwerken gecategoriseerd als (1) Top, (2) Belangrijk of (3) Behoudenswaardig. Deze indeling is gemaakt/getoetst in samenwerking met/door een klankbordgroep van experts. 
Let wel: waard om te behouden zijn ze allemaal. Ieder kunstwerk op zich voegt immers iets toe aan de openbare ruimte en aan vele andere plekken in gebouwen, en zegt iets over een stijl of kunstenaar. Samen illustreren ze bovendien het verhaal van een stad die na een donkere periode al bouwend haar grenzen verlegde.


Kaart en informatie

De kaart is dynamisch en wordt geregeld aangevuld met nieuwe/verbeterde informatie. De teksten (quickscan waarden) behorende bij de kunstwerken zijn, in opdracht van Monumenten en Archeologie, gemeente Amsterdam, opgesteld door Yteke Spoelstra (Monumentaal). 
Bron beelden: Monumenten en Archeologie, gemeente Amsterdam.",https://maps.amsterdam.nl/wandkunst,PointDS,ObjectDS,"Geometry: Layer maps 226 wall art objects at specific locations; features are point geometries and represent discrete artworks, not areas or lines. | Entity: Point features are individual wall-art works at specific building addresses; metadata describes a mapped inventory of distinct artworks, not measurements, events, or zones. ObjectDS fits the discrete identifiable objects best.","Layer maps 226 wall art objects at specific locations; features are point geometries and represent discrete artworks, not areas or lines.","Point features are individual wall-art works at specific building addresses; metadata describes a mapped inventory of distinct artworks, not measurements, events, or zones. ObjectDS fits the discrete identifiable objects best.",,0.985,0.99,0.98,V3_caveman_gpt
106,Welstandniveaus bebouwing,Wealth levels building,https://maps.amsterdam.nl/open_geodata/?k=173,https://maps.amsterdam.nl/welstand,WELSTAND_NIVEAUS,VectorTessellation,CoverageDS,Welstand - De schoonheid van Amsterdam,"Update februari 2025


Gebieden en gebouwen verschillen in gebruik en van karakter, maar ook in hun belang voor het aanzicht en de identiteit van de stad. Een plan dat in het ene gebied goed genoeg is, komt mogelijk in het andere niet eens met de hakken over de sloot. Het welstandsniveau is een uitdrukking van de mate van inspanning die bij het opstellen van een plan wordt verwacht ten aanzien van de omgeving en van het bouwwerk op zichzelf.

Voor elk gebied is het gewenste welstandsniveau aangegeven. Het welstandsniveau sluit zoveel mogelijk aan bij het gehanteerde ruimtelijk kwaliteitsbeleid en de gewenste ontwikkelingen. 

Er gelden in Amsterdam vijf welstandsniveaus: 


Beschermd

Het beschermde niveau is gereserveerd voor monumenten en beschermde stads- en dorpsgezichten. Hier is behoud van cultuurhistorische waarden en de daarbij behorende kwaliteiten het uitgangspunt voor de welstandstoets. 


Bijzonder (sterk)

Bijzonder zijn gebieden waar van een ontwerp mag worden verwacht, dat het een bijdrage levert aan de kwaliteit van de omgeving en aan de kwaliteit van het bouwwerk op zichzelf. Dit zijn onder meer de gebieden met een groot belang voor het aanzien van de stad.
Het bijzondere niveau is ook van toepassing op gebieden, die in transformatie zijn of in opbouw en waar van de ontwerper of aanvrager een grotere inspanning mag worden verwacht om de kwaliteit van het gebied te helpen opbouwen. 


Gewoon

Het niveau gewoon geldt in een groot deel van de stad. Dit zijn gebieden, waar het beleid inzet op beheer van de bestaande kwaliteit. In deze gebieden speelt het aanzien van de stad als geheel een minder grote rol. 
Hier is het beleid gericht op het praktisch beheer en is het welstands-beleid ondersteunend aan de gangbare kwaliteit van het gebied.


Eenvoudig (licht)

In gebieden met het niveau eenvoudig (licht) zijn de ambities beperkt. Het welstandsbeleid is hier gericht op het voorkomen van incidenten, die de kwaliteit van het gebied of een gebouw onredelijk ver naar beneden halen. Hier is de bandbreedte ruimer, zodat zowel beheer als veranderingen een optimale wendbaarheid van het gebied mogelijk maken. 


Vrij

In welstandsvrije gebieden geldt geen toets, waarmee op grond van welstand de kwaliteit wordt bewaakt. Hier heeft de stad gekozen om het beheer van de gebiedskwaliteit op een andere wijze te regelen of om het particulier initiatief ruim baan te geven. 

Geen preventieve toetsing
Naast deze vijf niveaus is er in een aantal gebieden met een aanvullende arcering gekozen voor een terughoudende invulling van het welstands-beleid. Hier vindt vooraf geen toetsing plaats van de veel voorkomende kleine bouwplannen of zelfs van alle soorten bouwplannen. Wie hier een plan maakt, krijgt het vertrouwen en kan zelf het -initiatief nemen bij de interpretatie van rede-lijke eisen van welstand. Van het resultaat wordt verwacht, dat het voldoet. De onder dit regime gerealiseerde bouwwerken mogen niet in ernstige mate strijdig zijn met redelijke eisen van welstand.

In een aantal gevallen hebben bouwwerken op zich een niveau, dat kan afwijken van het gebied waar ze deel van uitmaken. Tenzij anders vermeld, wordt in deze gevallen het hogere niveau gehanteerd. Voorbeelden zijn monumentale gebouwen in gewone welstandsgebieden.
Voor gebieden in transformatie geldt, zoals in bovengenoemde definitie aangegeven, het welstandsniveau bijzonder. De gebieden waarvoor dit geldt, zijn onderhevig aan veranderingen en het bijzonder welstandsniveau geldt alleen voor de plannen die onderdeel uit maken van de transformatie, de contouren van deze gebieden zijn dan ook niet op deze kaart opgenomen. 


Meer informatie over de Schoonheid van Amsterdam leest u hier: Welstand in beeld.",https://maps.amsterdam.nl/welstand,VectorTessellation,PatchDS,"Geometry: Area-based welstand zones for Amsterdam with many adjacent polygons and strong shared boundaries; polygons form a near-partition of the city. | Entity: Vector tessellation of welstand levels by area; the layer maps policy/applicability zones and area-wide building-quality rules, not discrete objects or reporting units.",Area-based welstand zones for Amsterdam with many adjacent polygons and strong shared boundaries; polygons form a near-partition of the city.,"Vector tessellation of welstand levels by area; the layer maps policy/applicability zones and area-wide building-quality rules, not discrete objects or reporting units.",,0.95,0.98,0.92,V3_caveman_gpt
