RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,MapDescriptionTitle,MapDescription,MapDescriptionSource,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTError,GPTConfidence,RunID
83,Openbare Sportplekken,Public playgrounds,https://maps.amsterdam.nl/open_geodata/?k=56,https://maps.amsterdam.nl/sport,SPORT_OPENBAAR,PointDS,ObjectDS,Sportvoorzieningen,"Webpagina Sportpunt Gemeente Amsterdam^https://www.amsterdam.nl/sociaaldomein/sport/contact-sportprofessionals/sportpunt/

Zie ook de kaart met sportaanbieders^https://kaart.amsterdam.nl/sport.",https://maps.amsterdam.nl/sport,PointDS,ObjectDS,"The dataset consists of point locations representing distinct public sports facilities, which are clearly discrete real-world objects.",,1.0,V1_NEWDATA_gemini
84,Stadslandbouw (locaties),City farming (locations),https://maps.amsterdam.nl/open_geodata/?k=62,https://maps.amsterdam.nl/stadslandbouw,STADSLANDBOUW_PUNT,PointDS,ObjectDS,Stadslandbouw,"Stadslandbouw is het telen, oogsten, bewerken en afzetten van voedsel in of in de nabijheid van de stad. Voedselproductie staat centraal, als onderneming, als burgerinitiatief of als hobby, maar is nooit het enige doel van de activiteit: educatie, zorg, participatie, recreatie kunnen daar ook bij horen. Het is een wereldwijde trend in de grote steden. Ook in Amsterdam komt stadslandbouw sterk opzetten. De gemeente Amsterdam stimuleert en ondersteunt bewoners en ondernemers die met stadslandbouw aan de slag willen gaan.

Deze kaart is in opbouw en daarom nog niet volledig. U kunt aan de opbouw van deze kaart meewerken. Kent u locaties met stadslandbouw die niet op de kaart staan, heeft u aanvullende informatie of correcties? Neem dan contact op met de onderstaande inhoudelijk contactpersoon.",https://maps.amsterdam.nl/stadslandbouw,PointDS,ObjectDS,"The dataset maps specific urban farming locations as point features. Each point represents a discrete real-world entity (facility, garden, or project), making this an ObjectDS.",,1.0,V1_NEWDATA_gemini
85,Stadslandbouw (terreinen),City farming (terrains),https://maps.amsterdam.nl/open_geodata/?k=76,https://maps.amsterdam.nl/stadslandbouw,STADSLANDBOUW_VLAK,PlainVectorRegion,ObjectDS,Stadslandbouw,"Stadslandbouw is het telen, oogsten, bewerken en afzetten van voedsel in of in de nabijheid van de stad. Voedselproductie staat centraal, als onderneming, als burgerinitiatief of als hobby, maar is nooit het enige doel van de activiteit: educatie, zorg, participatie, recreatie kunnen daar ook bij horen. Het is een wereldwijde trend in de grote steden. Ook in Amsterdam komt stadslandbouw sterk opzetten. De gemeente Amsterdam stimuleert en ondersteunt bewoners en ondernemers die met stadslandbouw aan de slag willen gaan.

Deze kaart is in opbouw en daarom nog niet volledig. U kunt aan de opbouw van deze kaart meewerken. Kent u locaties met stadslandbouw die niet op de kaart staan, heeft u aanvullende informatie of correcties? Neem dan contact op met de onderstaande inhoudelijk contactpersoon.",https://maps.amsterdam.nl/stadslandbouw,PlainVectorRegion,ObjectDS,"The layer maps specific, named city farming terrains (e.g., allotments, gardens) as bounded polygons. These do not form an exhaustive partition of the city, making them discrete objects rather than a tessellation or coverage.",,1.0,V1_NEWDATA_gemini
86,Stadsloods,City pilot,https://maps.amsterdam.nl/open_geodata/?k=66,https://maps.amsterdam.nl/stadsloods,STADSLOODS,PointDS,ObjectDS,Stadsloods,"Op deze kaart staat aangegeven waar ruimtezoekers met hulp van de stadsloods zich de afgelopen 9 jaar hebben gevestigd. De stadsloods van de gemeente Amsterdam werkt stadsbreed en adviseert een breed scala van ruimtezoekers met bijzondere huisvestingseisen bij het vinden van de juiste plek in Amsterdam en in de regio. Zij draagt bij aan het terugdringen van de leegstand in gemeentelijk en strategisch vastgoed en adviseert projectbureaus en stadsdelen over de programmatische invulling van gebieden. 
Dit doet zij vanuit een helicopterview over de stad en maakt daarbij de ruimtelijke afweging wanneer het gaat om de juiste functie op de juiste plek. 
De stadsloods vervult een onmisbare rol in het bij elkaar brengen van partijen en faciliteert een breed scala aan ondernemingen en organisatie en levert daarmee een bijdrage aan de ontwikkeling van de stad.

http://www.amsterdam.nl/stadsloods",https://maps.amsterdam.nl/stadsloods,PointDS,ObjectDS,"The dataset maps specific locations where initiatives have been established (Stadsloods projects). These are identifiable real-world objects/projects placed at point coordinates, making ObjectDS the most appropriate classification.",,0.95,V1_NEWDATA_gemini
87,Stadsstraten,Major streets,https://maps.amsterdam.nl/open_geodata/?k=275,https://maps.amsterdam.nl/stadsstraat,STADSSTRAAT,LineDS,NetworkDS,Stadsstraten,Meer informatie leest u op deze gemeentelijke webpagina,https://maps.amsterdam.nl/stadsstraat,LineDS,NetworkDS,"The dataset represents a network of major streets (Stadsstraten) in Amsterdam. As it describes a connected infrastructure system of streets, it is classified as a NetworkDS.",,0.95,V1_NEWDATA_gemini
88,Stadswarmtekoude - transport,District heating cooling - transport,https://maps.amsterdam.nl/open_geodata/?k=224,https://maps.amsterdam.nl/stadswarmtekoude,STADSWARMTEKOUDE_TRANSPORT,LineDS,NetworkDS,Stadsverwarming en -verkoeling,"De datasets/kaartlagen van de warmte/koudenetten zijn afkomstig van Vattenfall Warmte. Na bewerking door de Gemeente Amsterdam zijn ze op Maps Amsterdam gepubliceerd en ook beschikbaar via Maps Data. De meest recente en gedetailleerde datasets zijn beschikbaar via onderstaand email-adres.

De Transport-lijnen zijn sterk vereenvoudigd en verenkelvoudigd weergegeven ten behoeve van de performance van de kaart.
De vele Wijk-lijntjes zijn gebufferd tot vlakken.",https://maps.amsterdam.nl/stadswarmtekoude,LineDS,NetworkDS,"The dataset represents heating and cooling transport infrastructure networks. Per the priority entity check, infrastructure and utility transport systems are classified as NetworkDS. The geometry is confirmed as LineDS due to the LineString features.",,1.0,V1_NEWDATA_gemini
89,Stadswarmtekoude - wijk,District heating cooling - neighbourhood,https://maps.amsterdam.nl/open_geodata/?k=301,https://maps.amsterdam.nl/stadswarmtekoude,STADSWARMTEKOUDE_WIJK,PlainVectorRegion,PatchDS,Stadsverwarming en -verkoeling,"De datasets/kaartlagen van de warmte/koudenetten zijn afkomstig van Vattenfall Warmte. Na bewerking door de Gemeente Amsterdam zijn ze op Maps Amsterdam gepubliceerd en ook beschikbaar via Maps Data. De meest recente en gedetailleerde datasets zijn beschikbaar via onderstaand email-adres.

De Transport-lijnen zijn sterk vereenvoudigd en verenkelvoudigd weergegeven ten behoeve van de performance van de kaart.
De vele Wijk-lijntjes zijn gebufferd tot vlakken.",https://maps.amsterdam.nl/stadswarmtekoude,PlainVectorRegion,PatchDS,"The layer represents district heating and cooling zones as buffered areas (patches) rather than an exhaustive grid or administrative partition, confirmed by the low shared boundary ratio and isolated polygon nature. PatchDS is selected as these are specific bounded areas of the utility network.",,0.9,V1_NEWDATA_gemini
90,Woningbouwplannen - Strategische ruimte en Verkenning,Housing plans - Strategic space,https://maps.amsterdam.nl/open_geodata/?k=226,https://maps.amsterdam.nl/woningbouwplannen,STRATEGISCHERUIMTE,PlainVectorRegion,ObjectDS,Woningbouwplannen (1-1-2026),"De aantallen vormen de planvoorraad. Dit zijn niet de aantallen die definitief worden gerealiseerd. Ervaring leert dat een deel van de planvoorraad wordt opgeschoven.


Niet alle woningbouw initiatieven doorlopen de verschillende plaberumfasen. Met name kleinere particuliere projecten worden in de regel pas toegevoegd aan de monitor zodra er een intentieovereenkomst of afsprakenbrief is getekend. Voor de visualisatie is een intentieovereenkomst `vertaald` naar Principebesluit genomen en een afsprakenbrief naar Investeringsbesluit genomen. 

De datasets en de kaart worden halfjaarlijks bijgewerkt.",https://maps.amsterdam.nl/woningbouwplannen,PlainVectorRegion,ObjectDS,"The layer represents housing development projects, which are discrete, identifiable real-world objects/sites. The polygon topology evidence (low shared boundary ratio, low adjacent pairs) supports a PlainVectorRegion classification rather than a complete tessellation.",,0.9,V1_NEWDATA_gemini
91,Streekproducten,Local farming products,https://maps.amsterdam.nl/open_geodata/?k=58,https://maps.amsterdam.nl/streekproducten,STREEKPRODUCTEN,PointDS,ObjectDS,Voedselinitiatieven,"Met de Voedselstrategie zet Amsterdam de komende jaren in op een gezond, eerlijk, duurzaam en betaalbaar lokaal voedselsysteem, waarbij alle Amsterdammers voordeel hebben van de verandering. Dit wordt samen gedaan met initiatiefnemers, (kennis)instituten, overheden, boeren en bedrijven. Op deze kaart zijn sociale voedselinitiatieven en stadslandbouw initiatieven vermeld.

Zie voor meer informatie: Volg het beleid: Voedselstrategie Amsterdam.


Voedselinitiatieven

De voedselinitiatieven zijn opgedeeld in verschillende categorieën:


Voedseluitgifte: verspreiden van voedselpakketten

Maaltijduitgifte: verspreiden van gratis maaltijden

Sociaal restaurant: serveren maaltijden tegen geen of geringe betaling (max € 5,-)

Voedselhub: verzamelt geredde overschotten en levert die aan de andere initiatieven

Voedselverbindingsplek: waar uitgifte, sociaal restaurant en stadslandbouw samenkomen
Zie voor compost-initiatieven deze kaart: Compost maken met de buurt.


Stadslandbouw

Stadslandbouw is het telen, oogsten, bewerken en afzetten van voedsel in of in de nabijheid van de stad. Voedselproductie staat centraal, als onderneming, als burgerinitiatief of als hobby, maar is nooit het enige doel van de activiteit: educatie, zorg, participatie, recreatie kunnen daar ook bij horen. Het is een wereldwijde trend in de grote steden. Ook in Amsterdam groeit de vraag naar ruimte voor stadslandbouw initiatieven. De gemeente Amsterdam stimuleert en ondersteunt bewoners en ondernemers die met stadslandbouw aan de slag willen gaan. U kunt aan de opbouw van deze kaart meewerken. Kent u locaties met stadslandbouw die niet op de kaart staan, heeft u aanvullende informatie of correcties? Neem dan contact op met de onderstaande inhoudelijk contactpersoon.

U kunt aan de opbouw van deze kaart meewerken. Kent u voedselinitiatieven of locaties met stadslandbouw die niet op de kaart staan, heeft u aanvullende informatie of correcties? Neem dan contact op via onderstaand e-mailadres",https://maps.amsterdam.nl/voedselinitiatieven,PointDS,ObjectDS,"The map consists of points representing distinct real-world agricultural and food-related business or project locations. These are clearly identifiable objects (farms, shops, initiatives) rather than measurements or mere counts.",,1.0,V1_NEWDATA_gemini
92,Tram- en metrolijnen 2018,Tram and metro lines 2018,https://maps.amsterdam.nl/open_geodata/?k=321,https://maps.amsterdam.nl/trammetro,TRAMMETRO_LIJNEN_2018,LineDS,NetworkDS,Tram- en metronet 2026,"Deze kaart visualiseert het netwerk van stations, haltes en lijnen van metro en tram in Amsterdam. Update 30 maart 2026.
Op de kaart zijn de afzonderlijke haltes binnen een korte loopafstand samengevoegd tot 1 opstappunt.

Tijdelijke omleidingen zijn niet opgenomen.
Deze kaart toont dus NIET de actuele routes.
Kijk daarvoor op de website van de GVB",https://maps.amsterdam.nl/trammetro,LineDS,NetworkDS,"The dataset represents a tram and metro line network in Amsterdam, which consists of connected transportation lines, qualifying it as a NetworkDS.",,1.0,V1_NEWDATA_gemini
93,Tram- en metrolijnen 2020,Tram and metro lines 2020,https://maps.amsterdam.nl/open_geodata/?k=220,https://maps.amsterdam.nl/trammetro,TRAMMETRO_LIJNEN_2020,LineDS,NetworkDS,Tram- en metronet 2026,"Deze kaart visualiseert het netwerk van stations, haltes en lijnen van metro en tram in Amsterdam. Update 30 maart 2026.
Op de kaart zijn de afzonderlijke haltes binnen een korte loopafstand samengevoegd tot 1 opstappunt.

Tijdelijke omleidingen zijn niet opgenomen.
Deze kaart toont dus NIET de actuele routes.
Kijk daarvoor op de website van de GVB",https://maps.amsterdam.nl/trammetro,LineDS,NetworkDS,"The dataset represents a tram and metro line network in Amsterdam, which fits the definition of a connected infrastructure transport system.",,1.0,V1_NEWDATA_gemini
94,Tramhaltes en metrostations 2018,Tram stops and metro stations 2018,https://maps.amsterdam.nl/open_geodata/?k=322,https://maps.amsterdam.nl/trammetro,TRAMMETRO_PUNTEN_2018,PointDS,ObjectDS,Tram- en metronet 2026,"Deze kaart visualiseert het netwerk van stations, haltes en lijnen van metro en tram in Amsterdam. Update 30 maart 2026.
Op de kaart zijn de afzonderlijke haltes binnen een korte loopafstand samengevoegd tot 1 opstappunt.

Tijdelijke omleidingen zijn niet opgenomen.
Deze kaart toont dus NIET de actuele routes.
Kijk daarvoor op de website van de GVB",https://maps.amsterdam.nl/trammetro,PointDS,ObjectDS,"The dataset represents distinct real-world transport facilities (tram stops and metro stations), which are classified as ObjectDS. The points represent these physical entities, not measurements, events, or numeric magnitudes.",,1.0,V1_NEWDATA_gemini
95,Tramhaltes en metrostations 2020,Tram stops and metro stations 2020,https://maps.amsterdam.nl/open_geodata/?k=221,https://maps.amsterdam.nl/trammetro,TRAMMETRO_PUNTEN_2020,PointDS,ObjectDS,Tram- en metronet 2026,"Deze kaart visualiseert het netwerk van stations, haltes en lijnen van metro en tram in Amsterdam. Update 30 maart 2026.
Op de kaart zijn de afzonderlijke haltes binnen een korte loopafstand samengevoegd tot 1 opstappunt.

Tijdelijke omleidingen zijn niet opgenomen.
Deze kaart toont dus NIET de actuele routes.
Kijk daarvoor op de website van de GVB",https://maps.amsterdam.nl/trammetro,PointDS,ObjectDS,"The layer represents tram and metro stops as discrete point objects, which are identifiable facilities (ObjectDS).",,1.0,V1_NEWDATA_gemini
96,Verkeerslichten,Traffic lights,https://maps.amsterdam.nl/open_geodata/?k=61,https://maps.amsterdam.nl/verkeerslichten,VERKEERSLICHTEN,PointDS,ObjectDS,Verkeerslichten toen en nu,"Deze interactieve kaart geeft een overzicht van de groei van het aantal met verkeerslichten geregelde kruispunten die bij de gemeente Amsterdam functioneel in beheer zijn.
Met deze kaart is het mogelijk om met behulp van de tijdschuifbalk zichtbaar te maken welke kruispunten met verkeerslichten elk jaar waren uitgerust. De start ligt in 1932 als het Leidseplein als eerste wordt uitgerust met een `verkeersregeling door middel van lichtsignalen`. Door de tijd heen zijn er ook verkeerslichten verwijderd. Dit is mogelijk vanwege profielwijzigingen of een afnemende verkeersdruk.

Meer achtergrondinformatie bij deze interactieve kaart en over het boek dat Sjoerd Linders heeft geschreven over 100 jaar verkeersregelinstallaaties in Amsterdan vindt u hier >.`>hier >.`>Deze interactieve kaart geeft een overzicht van de groei van het aantal met verkeerslichten geregelde kruispunten die bij de gemeente Amsterdam functioneel in beheer zijn.
Met deze kaart is het mogelijk om met behulp van de tijdschuifbalk zichtbaar te maken welke kruispunten met verkeerslichten elk jaar waren uitgerust. De start ligt in 1932 als het Leidseplein als eerste wordt uitgerust met een `verkeersregeling door middel van lichtsignalen`. Door de tijd heen zijn er ook verkeerslichten verwijderd. Dit is mogelijk vanwege profielwijzigingen of een afnemende verkeersdruk.

Meer achtergrondinformatie bij deze interactieve kaart en over het boek dat Sjoerd Linders heeft geschreven over 100 jaar verkeersregelinstallaaties in Amsterdan vindt u hier >.",https://maps.amsterdam.nl/verkeerslichten,PointDS,ObjectDS,"The dataset maps individual traffic light locations (points) as distinct real-world infrastructure objects, which are managed and historically tracked by the municipality.",,1.0,V1_NEWDATA_gemini
97,Verkeersprognoses,Traffic prognosis,https://maps.amsterdam.nl/open_geodata/?k=253,https://maps.amsterdam.nl/verkeersprognoses,VERKEERSPROGNOSE,LineDS,NetworkDS,Verkeersprognoses Amsterdam 5.0,"De gegevens op deze site bevatten sinds het publiceren van de verkeersprognoses uit VMA5 geen openbaar vervoer (bussen, trams, metro) intensiteiten meer.

Dit is recent gewijzigd: vanuit gemeente Amsterdam leveren we geen intensiteiten meer van het openbaar vervoer. We hebben contact opgenomen met het GVB en zij hebben aangegeven ook niet de informatie te kunnen verstrekken over stadsbus- en tramintensiteiten.

De volgende werkwijze is mogelijk met betrekking tot lucht- en geluidsberekeningen:


Voor bus- en tramintensiteiten bevelen we aan om uit te gaan van tramfrequenties op basis van de huidige dienstregeling.

Voor metro intensiteiten bevelen we aan om contact op te nemen met hans.smit@gvb.nl

De gegevens op deze interactieve kaart zijn gebaseerd op het Verkeersmodel Amsterdam (VMA). Het gebied beslaat de Gemeente Amsterdam. De wegen die gerapporteerd zijn, betreffen de grotere doorgaande wegen van de Gemeente Amsterdam.

De volledige GIS-bestanden zijn te downloaden op https://maps.amsterdam.nl/open_geodata/?k=253

Lees hier de Gebruikstoelichting van de data en de Uitgangspunten Verkeersmodel Amsterdam.",https://maps.amsterdam.nl/verkeersprognoses,LineDS,NetworkDS,"The dataset represents a traffic network in Amsterdam, consisting of linear segments (links) associated with road names and traffic intensity attributes. Since these represent a connected transport infrastructure network, NetworkDS is the most appropriate classification.",,1.0,V1_NEWDATA_gemini
98,Verkiezingen Tweede Kamer 2017,Elections Parliament 2017,https://maps.amsterdam.nl/open_geodata/?k=217,https://maps.amsterdam.nl/verkiezingen2017,VERKIEZINGEN2017,PointDS,ObjectDS,Atlas Verkiezingen,"In deze Atlas Verkiezingen zijn de kaarten met uitslagen per stemlocaties van verschillende verkiezingen samengevoegd.

De cirkelgroottes zijn tussen de verkiezingen onderling vergelijkbaar.
Dat betekent dat eenzelfde cirkelgrootte bij elke verkiezing hetzelfde aantal of dezelfde verhouding voorstelt. 
De cirkelgroottes tussen Amsterdam en Zaanstad zijn verschillend, omdat de gebiedsgrootte verschillend is er er verder op Zaanstad is ingezoomd.
Voor de berekening van de cirkelgrootte van aantallen is een lineaire schaal gebruikt. Hierdoor worden verschillen tussen weinig en veel stemmen wat uitvergroot. 
Voor de leesbaarheid van de taartpunt-grafiekjes is een vierkantswortel schaal gebruikt, die de verschillen wat middelen.

De kaarten zijn individueel te bekijken op:
2024 - Europees Parlement
2023 - Tweede Kamer
2023 - Provinciale Staten
2022 - Gemeenteraad
2021 - Tweede Kamer
2019 - Europees Parlement
2019 - Provinciale Staten
2018 - Gemeenteraad
2017 - Tweede Kamer

Zie ook de Atlas Verkiezingen Zaanstad",https://maps.amsterdam.nl/atlas_verkiezingen,PointDS,AmountDS,"The dataset maps voting results at specific locations (points). It is classified as AmountDS because the primary focus of the dataset is to report numeric magnitudes (counts and percentages of votes per party) at these points, as confirmed by the map description explaining the use of circle sizes to represent these amounts.",,0.9,V1_NEWDATA_gemini
99,Vervangen bomen,Tree replacement,https://maps.amsterdam.nl/open_geodata/?k=296,https://maps.amsterdam.nl/vervangen_bomen,VERVANGENBOMEN,PointDS,ObjectDS,,,,PointDS,ObjectDS,"The layer represents individual trees as points, which are discrete real-world objects. Attributes like diameter and height class are characteristics of these objects.",,1.0,V1_NEWDATA_gemini
100,Verkeersinformatiesystemen,Traffic Information Systems,https://maps.amsterdam.nl/open_geodata/?k=182,https://maps.amsterdam.nl/vis,VIS,PointDS,ObjectDS,Verkeersinformatiesystemen,"Op deze kaart staan nagenoeg alle verkeersinformatiesystemen van de gemeente Amsterdam ingetekend. Klikken op een object toont meer informatie over dat object.

Verkeersinformatiesystemen winnen informatie in óver het verkeer, of verstrekken informatie áán het verkeer. Ook reguleren zij verkeer met kantelwalsen, pollers, slagbomen, e.d. 

De kaart wordt automatisch gevoed door een datastroom (WFS) van het Dataplatform van de Gemeente Amsterdam.",https://maps.amsterdam.nl/vis,PointDS,ObjectDS,"The dataset represents distinct traffic information system hardware (cameras, sensors, displays) at specific locations. These are identifiable real-world assets, making them ObjectDS.",,1.0,V1_NEWDATA_gemini
101,Verkeersinformatiesystemen - BFA,Traffic Information Systems - BFA,https://maps.amsterdam.nl/open_geodata/?k=266,https://maps.amsterdam.nl/vis,VIS_BFA,PointDS,ObjectDS,Verkeersinformatiesystemen,"Op deze kaart staan nagenoeg alle verkeersinformatiesystemen van de gemeente Amsterdam ingetekend. Klikken op een object toont meer informatie over dat object.

Verkeersinformatiesystemen winnen informatie in óver het verkeer, of verstrekken informatie áán het verkeer. Ook reguleren zij verkeer met kantelwalsen, pollers, slagbomen, e.d. 

De kaart wordt automatisch gevoed door een datastroom (WFS) van het Dataplatform van de Gemeente Amsterdam.",https://maps.amsterdam.nl/vis,PointDS,ObjectDS,"The dataset maps individual traffic information systems (pollers, barriers, etc.) as point locations. These are distinct, physical real-world assets/facilities, making them ObjectDS.",,1.0,V1_NEWDATA_gemini
102,Broedende vogels,Breeding birds,https://maps.amsterdam.nl/open_geodata/?k=87,https://maps.amsterdam.nl/vogels,VOGELS,PointDS,ObjectDS,"Broedplaatsen van zwaluwen, mussen en spreeuwen","Algemeen

De gierzwaluw en de huismus staan op de indicatieve lijst met ‘vogels waarvan het nest het hele jaar beschermd is’. Dat betekent dat de nesten van deze vogels ook buiten het broedseizoen beschermd zijn. Gierzwaluwen en huismussen broeden in gebouwen. De nesten zijn kwetsbaar, omdat ze eenvoudig over het hoofd worden gezien. Dat laatste geldt ook voor spreeuwen, maar deze nesten zijn buiten het broedseizoen niet beschermd.


Gierzwaluwen

De gierzwaluw overwintert in Afrika en is maar kort in de stad om er te broeden. Ze broeden in kolonies en komen ieder jaar terug naar dezelfde nestplaats. 
De Gemeente Amsterdam laat al sinds 2013 onderzoek naar verblijfplaatsen van gierzwaluwen doen. In vijf jaar is heel Amsterdam (en Diemen en Amstelveen) in kaart gebracht. Stadsdeel Centrum is voor een tweede keer geïnventariseerd. 
Over de resultaten van vijf jaar onderzoek is een notitie verschenen. Zie 
Inventarisatie Gierzwaluwen.
N.B. De inventarisatie wordt zorgvuldig uitgevoerd door specialisten. De methode van inventariseren voldoet echter niet aan de voorwaarden van het kennisdocument gierzwaluw voor wat betreft het aantonen van afwezigheid! Dat betekent dat er om uit te sluiten dat er gierzwaluwen aanwezig zijn soms aanvullend onderzoek nodig zal zijn.


Huismussen

Huismussen zijn standvogels. Behalve een nest in een gebouw of een nestkast hebben ze groen in de omgeving nodig. Dichte struiken om in te schuilen, grassen om de zaden van te eten en insecten, die rond planten voorkomen om hun jongen te voeren.
De huismussen worden sinds 2014 in kaart gebracht. De stadsdelen Centrum, Oost en Zuid zijn inmiddels twee keer geïnventariseerd. In 2018 is het stadsdeel Zuid voor de tweede keer in kaart gebracht.

N.B. De inventarisatie wordt zorgvuldig uitgevoerd. De methode van inventariseren voldoet echter niet aan de voorwaarden van het kennisdocument huismus voor wat betreft het aantonen van afwezigheid! Dat betekent dat er om uit te sluiten dat er huismussen aanwezig zijn soms aanvullend onderzoek nodig zal zijn.


Spreeuwen

Er is geen gerichte inventarisatie van spreeuwen. De spreeuwen die we tegenkomen bij de onderzoeken naar gierzwaluwen en huismussen worden op de kaart gezet. Een systematische inventarisatie is dat dus niet. Er zijn dus veel meer broedende spreeuwen dan er op de kaart staan!


Huiszwaluw

In 2017 is er een begin gemaakt met de registratie van huiszwaluwennesten. De meeste huiszwaluwen zijn te vinden in het landelijk gebied. Ze broeden onder een overhangende rand van het dak van eengebouw. De kaart voor huiszwaluwen is nog lang niet compleet.


Boerenzwaluw

In 2017 is er een begin gemaakt met de registratie van nesten van boerenzwaluwen. De boerenzwaluw broedt in boerenschuren. Vaak staan de deuren altijd open of is er een raam stuk, waardoor ze makkelijk naar binnen kunnen vliegen. Ze broeden echter ook onder bruggen of steigers. 


Meer informatie nodig

De meeste verblijfplaatsen geobserveerd vanaf de straatkant, dus wat er achter de gevels gebeurt is maar ten dele bekend. Mocht u nog verblijfplaatsen van gierzwaluwen of huismussen missen op deze kaart of heeft u aanvullende foto’s, schroom dan niet dit te melden via gierzwaluw020@amsterdam.nl. 
Verblijfplaatsen van huismussen (en spreeuwen) kan u sturen naar huismus020@amsterdam.nl.

Uw (nieuwe) gierzwaluw- of huismusverblijfplaats wordt dan op deze kaart gezet, aangemeld bij de Nationale Databank Flora en Fauna en onder de aandacht gebracht van vergunningverleners. Op deze wijze kunnen we, gezamenlijk, deze bijzondere stadsvogel beter beschermen.",https://maps.amsterdam.nl/vogels,PointDS,ObjectDS,"The dataset represents specific nesting sites of birds as point locations. Each point is an identifiable real-world object (nest site) with descriptive attributes. While it contains count-like fields for different years, the points primarily represent the distinct locations of nesting bird colonies rather than numeric magnitudes themselves.",,0.95,V1_NEWDATA_gemini
103,Vondelpark zitbanken,Vondelpark benches,https://maps.amsterdam.nl/open_geodata/?k=248,https://maps.amsterdam.nl/vondelpark_zitbanken,VONDELPARK_ZITBANKEN,PointDS,ObjectDS,Adoptie van zitbanken in het Vondelpark,"De zitbanken in het Vondelpark zijn in beheer bij de RVE Stadswerken. 
Op deze kaart wordt getoond of een bank al dan niet is geadopteerd door een donateur van de Stichting Hart voor het Vondelpark.
Donaties voor de banken worden geïnd door de fondsbeheerder Stichting Hart voor het Vondelpark, die de gelden beschikbaar stelt zodra een investering in het park uitgevoerd kan worden. Wilt u ook een bank adopteren kijk dan op vondelpark.com of neem contact op via info@vondelpark.com.",https://maps.amsterdam.nl/vondelpark_zitbanken,PointDS,ObjectDS,"The layer maps individual park benches in the Vondelpark as point locations, which are distinct, real-world assets. Although there is an 'adoption' attribute, the primary purpose is to represent the physical objects themselves.",,1.0,V1_NEWDATA_gemini
104,Walkability,Walkability,https://maps.amsterdam.nl/open_geodata/?k=298,https://maps.amsterdam.nl/walkability,WALKABILITY,LineDS,NetworkDS;ObjectDS,Voetpaden breedte,"Op deze kaart staat de informatie die is verzameld bij het inventariseren van voetpadbreedtes. Deze informatie is gebruikt bij diverse onderzoeken als input voor het voetgangersbeleid van Amsterdam. 
Let op: de breedtes op deze kaart zijn de totale breedte van het voetpad. Hierbij is dus nog geen rekening gehouden met obstakels. 
De Walkability-kaart geeft de uitkomst van het vervolgonderzoek weer. In dát onderzoek zijn zo veel mogelijk obstakels digitaal in kaart gebracht en gecombineerd met de beschikbare breedte en drukte.",https://maps.amsterdam.nl/sidewalks,LineDS,NetworkDS,"The dataset represents a network of sidewalk segments (LineString geometry) used for walkability analysis in Amsterdam. While it contains attributes describing walkability and congestion, the features primarily represent the pedestrian transport network segments.",,0.9,V1_NEWDATA_gemini
